Name,Asset Type,Location,Commodity,Operating Company,Status
Mmamabula Coal Deposit,Coal Mine,Botswana,Coal,Meepong Resources (Proprietary) Ltd,Feasibility
Ensham OP Coal Mine,Coal Mine,Australia,Coal,Ensham Coal Mine,Normal Operation
Taldinsky Coal Mine,Coal Mine,Russia,Coal,Kuzbassrazrezugol Coal Company OJSC,Normal Operation
Sihe Coal Mine,Coal Mine,China (Mainland),Coal,Jincheng Anthracite Mining Group Co Ltd,Normal Operation
Indominco Mandiri Coal Mine,Coal Mine,Indonesia,Coal,Indo Tambangraya Megah Tbk PT,Normal Operation
Profen Coal Mine,Coal Mine,Germany,Coal,Mitteldeutsche Braunkohlengesellschaft mbH (MIBRAG),Normal Operation
Moatize Coal Mine,Coal Mine,Mozambique,Coal,Vale Coal,Normal Operation
Springsure Creek Coal Deposit,Coal Mine,Australia,Coal,Terracom Ltd,Feasibility
Sosnica-Makoszowy Coal Mine,Coal Mine,Poland,Coal,Kompania Weglowa OJSC,Normal Operation
Thubelisha Coal Mine,Coal Mine,South Africa,Coal,Igoda Coal Ltd,Normal Operation
Huan County Shajingzi Coal Mine,Coal Mine,China (Mainland),Coal,China Huaneng Group (CHNG),Under Construction
Kriel OP Coal Mine,Coal Mine,South Africa,Coal,Kriel Coal Mine,Normal Operation
Rajmahal Coal Mine,Coal Mine,India,Coal,Eastern Coalfields Ltd,Normal Operation
Mount Pleasant Coal Deposit,Coal Mine,Australia,Coal,Coal & Allied Industries Ltd,Prefeasibility
Oaky Creek Coal Mine,Coal Mine,Australia,Coal,Oaky Creek Coal Pty Ltd,Normal Operation
Dudhichua Coal Mine,Coal Mine,India,Coal,Northern Coalfields Ltd,Normal Operation
Vrsany Coal Mine,Coal Mine,Czech Republic,Coal,Vrsanska Uhelna As,Normal Operation
Newlands Coal Mine,Coal Mine,Australia,Coal,Glencore PLC,Normal Operation
Tunliu Coal Mine,Coal Mine,China (Mainland),Coal,Lu'an Environmental Energy Co Ltd,Normal Operation
Baorixile Opencast Coal Mine,Coal Mine,China (Mainland),Coal,Baorixile Coal Co Ltd,Normal Operation
Curragh Coal Mine,Coal Mine,Australia,Coal,Curragh Queensland Mining Pty Ltd,Normal Operation
Mmamantswe Coal Deposit,Coal Mine,Botswana,Coal,African Energy Resources Ltd,Conceptual project
Kulda Coal Mine,Coal Mine,India,Coal,Mahanadi Coalfields Ltd,Normal Operation
Monto Coal Mine,Coal Mine,Australia,Coal,Burnett Coal Pty Ltd,Temporarily Closed
Sarum Coal Deposit,Coal Mine,Australia,Coal,Nca Project Joint Venture,Prefeasibility
Tanjung Enim Coal Mine,Coal Mine,Indonesia,Coal,PT Tambang Batubara Bukit Asam,Normal Operation
Southern Huolinhe Opencast Coal Mine,Coal Mine,China (Mainland),Coal,Huolinhe Coal Group Co Ltd,Normal Operation
Berenice-Cygnus Coking Coal Deposit,Coal Mine,South Africa,Coal,Terracom Ltd,Conceptual project
Shigetai Coal Mine,Coal Mine,China (Mainland),Coal,Shendong Coal Branch Of Shenua,Normal Operation
Dongzhouyao Coal Mine,Coal Mine,China (Mainland),Coal,DaTong Coal Industry Co Ltd,Conceptual project
Northern Huolinhe Opencast Coal Mine,Coal Mine,China (Mainland),Coal,Huolinhe Coal Group Co Ltd,Normal Operation
Jayant Coal Mine,Coal Mine,India,Coal,Northern Coalfields Ltd,Normal Operation
Wintinna (Arckaringa) Coal Deposit,Coal Mine,Australia,Coal,Altona Energy PLC,Feasibility
Kuolda OC Coal Mine,Coal Mine,India,Coal,Mahanadi Coalfields Ltd,Prefeasibility
Yuzhou Coal Mine,Coal Mine,China (Mainland),Coal,Datang International Power Generation Co Ltd,Normal Operation
Tongxin Coal Mine,Coal Mine,China (Mainland),Coal,Luan Mining Group Co Ltd,Normal Operation
Soma Coal Mine,Coal Mine,Turkey,Coal,Demir Export A.S.,Normal Operation
Neryungrinsky Coal Mine,Coal Mine,Russia,Coal,Yakutugol Ojsc,Normal Operation
Syferfontein Coal Mine,Coal Mine,South Africa,Coal,Secunda Coal Mines,Normal Operation
Callide Coal Mine,Coal Mine,Australia,Coal,Anglo Coal Australia Pty Ltd,Normal Operation
Bengalla Coal Mine,Coal Mine,Australia,Coal,Coal & Allied Industries Ltd,Normal Operation
Xinjiang Coal Mine,Coal Mine,China (Mainland),Coal,Xinwen Mining Group Co Ltd,Normal Operation
Bailey Coal Mine,Coal Mine,United States,Coal,CONSOL Energy Inc,Normal Operation
Senakin Coal Mine,Coal Mine,Indonesia,Coal,Arutmin Indonesia PT,Normal Operation
Rolleston Coal Mine,Coal Mine,Australia,Coal,Rolleston Coal Holdings Pty Ltd,Normal Operation
Yangquan No. 5 Coal Mine,Coal Mine,China (Mainland),Coal,Guoyang New Energy Co Ltd,Normal Operation
Drmno Coal Mine,Coal Mine,Serbia,Coal,Electric Power Industry of Serbia,Normal Operation
Monash Coal Deposit,Coal Mine,Australia,Coal,Gloucester Coal Ltd,Conceptual project
Saraji Coal Mine,Coal Mine,Australia,Coal,BHP Billiton Mitsubishi Alliance,Normal Operation
Fording River Coal Mine,Coal Mine,Canada,Coal,Teck Coal Ltd,Normal Operation
Hail Creek Coal Mine,Coal Mine,Australia,Coal,Glencore PLC,Normal Operation
Newlands Thermal Coal Mine,Coal Mine,Australia,Coal,Newlands Coal Mine,Normal Operation
Middelbult Coal Mine,Coal Mine,South Africa,Coal,Secunda Coal Mines,Normal Operation
Seyitomer Coal Mine,Coal Mine,Turkey,Coal,Turkish Coal Enterprise (Türkiye Kömür Isletmeleri),Normal Operation
Ensham UG Coal Deposit,Coal Mine,Australia,Coal,Ensham Coal Mine,Feasibility
Brandspruit Coal Mine,Coal Mine,South Africa,Coal,Secunda Coal Mines,Normal Operation
Bosjesspruit Coal Mine,Coal Mine,South Africa,Coal,Secunda Coal Mines,Normal Operation
Bailey Thermal Coal Mine,Coal Mine,United States,Coal,CONSOL Energy Inc,Normal Operation
Kalinga Coal Mine,Coal Mine,India,Coal,Narmada Coalfields Ltd,Normal Operation
Blakefield South Coal Mine,Coal Mine,Australia,Coal,Beltana Coal Mine,Under Construction
Yimin Opencast Coal Mine,Coal Mine,China (Mainland),Coal,Yimin Coal & Electricity Co Ltd,Normal Operation
Lingraj Coal Mine,Coal Mine,India,Coal,Narmada Coalfields Ltd,Normal Operation
Mount Owen Coal Mine,Coal Mine,Australia,Coal,Mount Owen Coal Mines,Normal Operation
Klipspruit Coal Mine,Coal Mine,South Africa,Coal,BHP Billiton Energy Coal South Africa Ltd,Normal Operation
Rovinari-Tismana Coal Mine,Coal Mine,Romania,Coal,National Lignite Society Oltenia,Normal Operation
Xinyuan Coal Mine,Coal Mine,China (Mainland),Coal,Guoyang New Energy Co Ltd,Normal Operation
Hingula Coal Mine,Coal Mine,India,Coal,Narmada Coalfields Ltd,Normal Operation
Baode Coal Mine,Coal Mine,China (Mainland),Coal,Shendong Coal Branch Of Shenua,Normal Operation
Signal Peak Coal Mine,Coal Mine,United States,Coal,Boich Companies,Normal Operation
Daliuta Coal Mine,Coal Mine,China (Mainland),Coal,Shendong Coal Branch Of Shenua,Normal Operation
Yushuwan Coal Deposit,Coal Mine,China (Mainland),Coal,Shaanxi Yushuwan Coal Mine Co Ltd,Prefeasibility
Xinjing Coal Mine,Coal Mine,China (Mainland),Coal,Guoyang New Energy Co Ltd,Normal Operation
Halagou Coal Mine,Coal Mine,China (Mainland),Coal,Shendong Coal Branch Of Shenua,Normal Operation
Paso Diablo Coal Mine,Coal Mine,Venezuela,Coal,Carbozulia SA,Normal Operation
Mangoola Coal Mine,Coal Mine,Australia,Coal,Glencore PLC,Normal Operation
Khushuut Coal Mine,Coal Mine,Mongolia,Coal,Mongolia Energy Corporation Ltd,Temporarily Closed
Block III (NC) OCP Coal Mine,Coal Mine,India,Coal,Bharat Coking Coal Ltd,Feasibility
Dawson Coal Complex,Coal Mine,Australia,Coal,Anglo Coal Australia Pty Ltd,Normal Operation
Dawson Central Coal Mine,Coal Mine,Australia,Coal,Dawson Coal Complex,Normal Operation
Navajo Coal Mine,Coal Mine,United States,Coal,BHP Navajo Coal Co,Normal Operation
McElroy Coal Mine,Coal Mine,United States,Coal,Murray Energy Corp,Normal Operation
Raspadskaya Coal Mine,Coal Mine,Russia,Coal,Raspadskaya OAO,Normal Operation
Yangquan No. 1 Coal Mine,Coal Mine,China (Mainland),Coal,Guoyang New Energy Co Ltd,Normal Operation
Kayenta Coal Mine,Coal Mine,United States,Coal,Peabody Energy Corp,Care and Maintenance
Bachatsky Coal Mine,Coal Mine,Russia,Coal,Kuzbassrazrezugol Coal Company OJSC,Normal Operation
Falkirk Coal Mine,Coal Mine,United States,Coal,Falkirk Mining Co,Normal Operation
Rosia-Pesteana Coal Mine,Coal Mine,Romania,Coal,National Lignite Society Oltenia,Normal Operation
Borynia-Zofiowka Coal Mine,Coal Mine,Poland,Coal,Jastrzebska Spolka Weglowa Ojsc,Normal Operation
Wangzhuang Coal Mine,Coal Mine,China (Mainland),Coal,Datong Coal Industry Co Ltd,Normal Operation
Sufco Coal Mine,Coal Mine,United States,Coal,Canyon Fuel Company LLC,Normal Operation
Warkworth Coal Mine,Coal Mine,Australia,Coal,Yancoal Australia Ltd,Normal Operation
Chinchilla Coal Deposit,Coal Mine,Australia,Coal,Linc Energy,Feasibility
Belvedere Coal Deposit,Coal Mine,Australia,Coal,Vale Australia Pty Ltd,Prefeasibility
Krasnobrodsky Coal Mine,Coal Mine,Russia,Coal,Kuzbassrazrezugol Coal Company OJSC,Normal Operation
Elimatta Coal Deposit,Coal Mine,Australia,Coal,Northern Energy Corporation Ltd,Feasibility
Washpool Coal Deposit,Coal Mine,Australia,Coal,Aquila Resources Ltd,Feasibility
Baiyinhua Opencast Coal Mine,Coal Mine,China (Mainland),Coal,Pingzhuang Coal Industry Co Ltd,Normal Operation
Tarong Coal Mine,Coal Mine,Australia,Coal,Tarong Energy Corporation,Normal Operation
Curragh North Coal Mine,Coal Mine,Australia,Coal,Curragh Queensland Mining Pty Ltd,Normal Operation
Naudesbank Coal Deposit,Coal Mine,South Africa,Coal,BHP Billiton Energy Coal South Africa Ltd,Prefeasibility
Irenedale Coal Mine,Coal Mine,South Africa,Coal,Secunda Coal Mines,Normal Operation
Mount Arthur UG Coal Mine,Coal Mine,Australia,Coal,Mount Arthur Coal Mine,Feasibility
"Zhangji, Anhui Coal Mine",Coal Mine,China (Mainland),Coal,Huainan Mining Group,Normal Operation
Absaloka Coal Mine,Coal Mine,United States,Coal,"Westmoreland Resources, Inc",Normal Operation
Zibulo Coal Mine,Coal Mine,South Africa,Coal,Thungela Resources Ltd,Normal Operation
Piast Coal Mine,Coal Mine,Poland,Coal,Kompania Weglowa OJSC,Normal Operation
Ashok Coal Mine,Coal Mine,India,Coal,Central Coalfields Ltd,Normal Operation
Pipparwar Coal Mine,Coal Mine,India,Coal,Central Coalfields Ltd,Normal Operation
Ziemowit Coal Mine,Coal Mine,Poland,Coal,Kompania Weglowa OJSC,Normal Operation
Mezhdurechensky Coal Mine,Coal Mine,Russia,Coal,Mezhdurechje OJSC,Normal Operation
Boundary Dam Coal Mine,Coal Mine,Canada,Coal,Luscar Ltd,Normal Operation
Elders OP Coal Mine,Coal Mine,South Africa,Coal,Elders Coal Deposit,Conceptual project
San Juan UG Coal Mine,Coal Mine,United States,Coal,San Juan Coal Co,Normal Operation
Goedehoop Coal Mine,Coal Mine,South Africa,Coal,Thungela Resources Ltd,Normal Operation
Twistdraai Coal Mine,Coal Mine,South Africa,Coal,Igoda Coal Ltd,Normal Operation
Jewett Coal Mine,Coal Mine,United States,Coal,Texas Westmoreland Coal Co,Normal Operation
Vista Extension Coal Deposit,Coal Mine,Canada,Coal,Coalspur Mines Ltd,Conceptual project
Ulaan Ovoo Coal Mine,Coal Mine,Mongolia,Coal,Prophecy Development Corp.,Normal Operation
Ulan UG Coal Mine,Coal Mine,Australia,Coal,Glencore PLC,Normal Operation
Tweefontein North Coal Mines,Coal Mine,South Africa,Coal,Tweefontein Collieries Division,Normal Operation
Vinogradovsky Coal Mine,Coal Mine,Russia,Coal,Kuzbass Fuel Company OJSC,Normal Operation
Chaigou Coal Mine,Coal Mine,China (Mainland),Coal,Shanxi Huairen Lianshun Xida Energy Co Ltd,Normal Operation
Vista Coal Deposit,Coal Mine,Canada,Coal,Coalspur Mines Ltd,Feasibility
Raigarh Coal Mines,Coal Mine,India,Coal,Jindal Steel And Power Ltd,Normal Operation
Wahana Coal Mine,Coal Mine,Indonesia,Coal,Wahana Baratama Mining PT,Normal Operation
Zhaozhuang Coal Mine,Coal Mine,China (Mainland),Coal,Jincheng Anthracite Mining Group Co Ltd,Normal Operation
Antaibao Underground Coal Mine,Coal Mine,China (Mainland),Coal,China Coal Pingshuo Coal Co Ltd,Normal Operation
Aleksievskaya Coal Mine,Coal Mine,Russia,Coal,Zarechnaya Coal Company LLC,Normal Operation
Wujek 32 Thermal Coal Mine,Coal Mine,Poland,Coal,Wujek Coal Mine,Normal Operation
Novosvetlovskaya Coal Mine,Coal Mine,Ukraine,Coal,State of Ukraine,Conceptual project
Shaping Coal Mine,Coal Mine,China (Mainland),Coal,Jinshen Energy,Normal Operation
Eloff Coal Deposit,Coal Mine,South Africa,Coal,Terracom Ltd,Conceptual project
Jagannath OP Coal Mine,Coal Mine,India,Coal,Narmada Coalfields Ltd,Normal Operation
Shangyuquan Coal Mine,Coal Mine,China (Mainland),Coal,Hequ Power Coal Co Of Shanxi Luneng,Normal Operation
Togara North Coal Deposit,Coal Mine,Australia,Coal,Xstrata Coal Queensland Pty Ltd,Feasibility
North and South Tisra Coal Deposit,Coal Mine,India,Coal,Tisra Coal Mine,Feasibility
Bengalon Coal Mine,Coal Mine,Indonesia,Coal,Kaltim Prima Coal PT,Normal Operation
Halemba-Wirek Coal Mine,Coal Mine,Poland,Coal,Kompania Weglowa OJSC,Normal Operation
Trubaindo Coal Mine,Coal Mine,Indonesia,Coal,Indo Tambangraya Megah Tbk PT,Normal Operation
Changcun (Shanxi) Coal Mine,Coal Mine,China (Mainland),Coal,Lu'an Environmental Energy Co Ltd,Normal Operation
Tunnel Ridge Coal Mine,Coal Mine,United States,Coal,Alliance Resource Partners LP,Normal Operation
Satui Coal Mine,Coal Mine,Indonesia,Coal,Arutmin Indonesia PT,Normal Operation
Yungang Coal Mine,Coal Mine,China (Mainland),Coal,Datong Coal Industry Co Ltd,Normal Operation
Knurow-Szczyglowice Coal Mine,Coal Mine,Poland,Coal,Kompania Weglowa OJSC,Normal Operation
Longgu Coal Mine,Coal Mine,China (Mainland),Coal,Xinwen Mining Group Co Ltd,Normal Operation
Wujek 33 Thermal Coal Mine,Coal Mine,Poland,Coal,Wujek Coal Mine,Normal Operation
Wujek Coal Mine,Coal Mine,Poland,Coal,Katowicki Holding Weglowy Ojsc,Normal Operation
Elk Creek (CO) Coal Mine,Coal Mine,United States,Coal,Oxbow Mining Co,Temporarily Closed
Narrabri North Coal Mine,Coal Mine,Australia,Coal,Whitehaven Coal Ltd,Normal Operation
Gaohe Coal Mine,Coal Mine,China (Mainland),Coal,Shanxi Gaohe Energy Co Ltd,Normal Operation
Emerald No 1 Coal Mine,Coal Mine,United States,Coal,Emerald Coal Resources LP,Normal Operation
Chengzhuang Coal Mine,Coal Mine,China (Mainland),Coal,Jincheng Anthracite Mining Group Co Ltd,Normal Operation
Shubarkol Komir Coal Mine,Coal Mine,Kazakhstan,Coal,Shubarkol Komir JSC,Normal Operation
Liddell Coal Mine,Coal Mine,Australia,Coal,Liddell Coal Operations Pty Ltd,Normal Operation
Bulga Coal Mine,Coal Mine,Australia,Coal,Bulga Coal Management Pty Ltd,Normal Operation
Binungan Coal Mine,Coal Mine,Indonesia,Coal,Berau Coal PT,Normal Operation
Colowyo Coal Mine,Coal Mine,United States,Coal,Rio Tinto PLC,Normal Operation
Mokhovsky Coal Mine,Coal Mine,Russia,Coal,Kuzbassrazrezugol Coal Company OJSC,Normal Operation
Kestrel Coal Mine,Coal Mine,Australia,Coal,Rio Tinto Coal Australia Pty Ltd,Normal Operation
Robinson Run No 95 Coal Mine,Coal Mine,United States,Coal,CONSOL Energy Inc,Normal Operation
Zofiowka Coal Mine,Coal Mine,Poland,Coal,Jastrzebska Spolka Weglowa Ojsc,Normal Operation
Elkview Coal Mine,Coal Mine,Canada,Coal,Teck Resources Ltd,Normal Operation
Landau Coal Mine,Coal Mine,South Africa,Coal,Anglo Coal South Africa,Normal Operation
Staszic Coal Mine,Coal Mine,Poland,Coal,Katowicki Holding Weglowy Ojsc,Normal Operation
Genesee Coal Mine,Coal Mine,Canada,Coal,EPCOR Utilities Inc,Normal Operation
Drayton Coal Mine,Coal Mine,Australia,Coal,Drayton Coal Pty Ltd,Normal Operation
Ellensfield Coal Deposit,Coal Mine,Australia,Coal,Ellensfield Coal Management Pty Ltd,Feasibility
River View Coal Mine,Coal Mine,United States,Coal,Alliance Resource Partners LP,Normal Operation
Grosvenor West (Mabbin Creek) Coal Deposit,Coal Mine,Australia,Coal,Carabella Resources Ltd,Prefeasibility
Paramont Coal Mines,Coal Mine,United States,Coal,Paramont Coal Co Virginia,Normal Operation
Arnot Coal Mine,Coal Mine,South Africa,Coal,Terracom Ltd,Conceptual project
Warkworth Thermal Coal Mine,Coal Mine,Australia,Coal,Yancoal Australia Ltd,Normal Operation
El Segundo Coal Mine,Coal Mine,United States,Coal,Peabody Energy Corp,Normal Operation
Yatagan Coal Mine,Coal Mine,Turkey,Coal,Turkish Coal Enterprise (Türkiye Kömür Isletmeleri),Normal Operation
Mafube (Arnot North) Coal Mine,Coal Mine,South Africa,Coal,Mafube Coal Mining (Pty) Ltd,Normal Operation
Wolvekrans Coal Mine,Coal Mine,South Africa,Coal,BHP Billiton Energy Coal South Africa Proprietary Ltd,Normal Operation
Emerald No 1 Thermal Coal Mine,Coal Mine,United States,Coal,Emerald No 1 Coal Mine,Normal Operation
Benga Coal Mine,Coal Mine,Mozambique,Coal,Riversdale Mining Ltd,Normal Operation
Collinsville Coal Mine,Coal Mine,Australia,Coal,Glencore PLC,Normal Operation
Bulga Thermal Coal Mine,Coal Mine,Australia,Coal,Bulga Coal Management Pty Ltd,Normal Operation
Krasnogorsky Coal Mine,Coal Mine,Russia,Coal,Krasnogorsky Opencast Ojsc,Normal Operation
Lubel Coal Mine,Coal Mine,Ukraine,Coal,Lubel Coal Co,Conceptual project
Ashton Coal Mine,Coal Mine,Australia,Coal,Yancoal Australia Ltd,Normal Operation
Dendrobium Coal Mine,Coal Mine,Australia,Coal,BHP Billiton Illawarra Coal,Normal Operation
Xiaolongtan Coal Mine,Coal Mine,China (Mainland),Coal,Xiaolongtan Mining Bureau,Normal Operation
German Creek Coal Mine,Coal Mine,Australia,Coal,German Creek/Capcoal Coal Complex,Normal Operation
German Creek/Capcoal Coal Complex,Coal Mine,Australia,Coal,Anglo Coal Australia Pty Ltd,Normal Operation
Pereyaslovsky Coal Mine,Coal Mine,Russia,Coal,Krasnoyarskkrayugol Public Joint Stock Co,Normal Operation
Wanli No1 Coal Mine,Coal Mine,China (Mainland),Coal,Shenhua Xinjie Energy Co Ltd (Tumd Right Branch),Normal Operation
Huojitu Coal Mine,Coal Mine,China (Mainland),Coal,Shendong Coal Branch Of Shenua,Normal Operation
Beltana Coal Mine,Coal Mine,Australia,Coal,Oakbridge Pty Ltd,Normal Operation
Jinyuan Coal Mine,Coal Mine,China (Mainland),Coal,Meijin Energy Group Co Ltd,Normal Operation
Sitai Coal Mine,Coal Mine,China (Mainland),Coal,Datong Coal Industry Co Ltd,Normal Operation
Penn Ridge Coal Deposit,Coal Mine,United States,Coal,Penn Ridge Coal  LLC,Conceptual project
Mount Thorley Coal Mine,Coal Mine,Australia,Coal,Yancoal Australia Ltd,Normal Operation
No 2 Wanli Coal Mine,Coal Mine,China (Mainland),Coal,China Shenhua Wanli Coal Branch,Normal Operation
Lee Ranch Coal Mine,Coal Mine,United States,Coal,Lee Ranch Coal Co,Normal Operation
The Range Coal Deposit,Coal Mine,Australia,Coal,Golden Energy and Resources Ltd,Feasibility
Kleinkopje Coal Mine,Coal Mine,South Africa,Coal,Anglo Coal South Africa,Normal Operation
Ghugus OP Coal Mine,Coal Mine,India,Coal,Western Coalfields Ltd,Normal Operation
Guandi Coal Mine,Coal Mine,China (Mainland),Coal,Xishan Coal & Electricity Co Ltd,Normal Operation
Kangjiatan Coal Mine,Coal Mine,China (Mainland),Coal,Shendong Coal Branch Of Shenua,Normal Operation
Burton Coal Mine,Coal Mine,Australia,Coal,Peabody Energy Australia Coal Pty Ltd,Normal Operation
Wyodak Coal Mine,Coal Mine,United States,Coal,Wyodak Resources Development Corp,Normal Operation
Lupoaia-Rosiuta (Motru OP) Coal Mine,Coal Mine,Romania,Coal,National Lignite Society Oltenia,Normal Operation
Wallarah No 2 Coal Deposit,Coal Mine,Australia,Coal,Korea Resources Corp Australia,Feasibility
Blacksville No 2 Coal Mine,Coal Mine,United States,Coal,Consol Pennsylvania Coal Co,Normal Operation
Grosvenor Coal Deposit,Coal Mine,Australia,Coal,Anglo Coal Australia Pty Ltd,Under Construction
Liujia Coal Mine,Coal Mine,China (Mainland),Coal,Pingzhuang Coal Industry Co Ltd,Normal Operation
Columboola Coal Deposit,Coal Mine,Australia,Coal,Metro Mining Ltd,Conceptual project
Qiaotou Coal Mine,Coal Mine,China (Mainland),Coal,State Of China,Normal Operation
Belfast Coal Deposit,Coal Mine,South Africa,Coal,Exxaro Resources Ltd,Normal Operation
