Name,Asset Type,Location,Commodity,Operating Company,Status,Capacity,Region PADD
Yokkaichi (Showa Yokkaichi Sekiyu Company Limited),Oil Refinery,Japan,Oil / Oil Products,Showa Yokkaichi Sekiyu Company Limited,Normal Operation,"255,000.00 Barrels/day",
Jilin (PetroChina Jilin Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,PetroChina Jilin Petrochemical Company Limited,Normal Operation,"252,000.00 Barrels/day",
REDUC (Petroleo Brasileiro SA Petrobras),Oil Refinery,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Normal Operation,"251,600.00 Barrels/day",
REVAP Refinery (Petroleo Brasileiro SA Petrobras),Oil Refinery,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Normal Operation,"251,000.00 Barrels/day",
Shazand Arak Refinery (Imam Khomeini Oil Refinery Company of Shazand),Oil Refinery,Iran,Oil / Oil Products,Imam Khomeini Oil Refinery Company of Shazand,Normal Operation,"250,000.00 Barrels/day",
Joliet (Exxon Mobil Corp),Oil Refinery,Illinois,Oil / Oil Products,Exxon Mobil Corp,Normal Operation,"250,000.00 Barrels/day",Midwest (PADD II)
Cherry Point (BP Products North America Inc),Oil Refinery,Washington,Oil / Oil Products,BP Products North America Inc,Normal Operation,"250,000.00 Barrels/day",West Coast (PADD V)
Superior (Cenovus Energy Inc),Oil Refinery,Wisconsin,Oil / Oil Products,Cenovus Energy Inc,Normal Operation,"249,000.00 Barrels/day",Midwest (PADD II)
Tehran (National Iranian Oil Refining & Distribution Company),Oil Refinery,Iran,Oil / Oil Products,National Iranian Oil Refining & Distribution Company,Normal Operation,"250,000.00 Barrels/day",
Milazzo (Raffineria di Milazzo SpA),Oil Refinery,Italy,Oil / Oil Products,Raffineria di Milazzo SpA,Normal Operation,"248,859.00 Barrels/day",
Gibraltar Refinery (Cepsa),Oil Refinery,Spain,Oil / Oil Products,Cepsa,Normal Operation,"247,000.00 Barrels/day",
Ruhr Öl (BP PLC),Oil Refinery,Germany,Oil / Oil Products,BP PLC,Not Applicable,"246,000.00 Barrels/day",
Sannazzaro (Eni Spa),Oil Refinery,Italy,Oil / Oil Products,Eni Spa,Normal Operation,"247,000.00 Barrels/day",
Humber Refinery (Phillips 66),Oil Refinery,United Kingdom,Oil / Oil Products,Phillips 66,Normal Operation,"245,000.00 Barrels/day",
Cartagena (Ecopetrol SA),Oil Refinery,Colombia,Oil / Oil Products,Ecopetrol SA,Normal Operation,"245,000.00 Barrels/day",
Bathinda Guru Gobind Singh Refinery (HPCL-Mittal Energy Ltd),Oil Refinery,India,Oil / Oil Products,HPCL-Mittal Energy Ltd,Normal Operation,"242,000.00 Barrels/day",
Izmir (Turkiye Petrol Rafinerileri AS),Oil Refinery,Turkey,Oil / Oil Products,Turkiye Petrol Rafinerileri AS,Normal Operation,"241,500.00 Barrels/day",
Norco (Shell Oil Products US),Oil Refinery,Louisiana,Oil / Oil Products,Shell Oil Products US,Normal Operation,"240,000.00 Barrels/day",Gulf Coast (PADD III)
Zarqa Refinery (Jordan Petroleum Refinery Co (Jprc)),Oil Refinery,Jordan,Oil / Oil Products,Jordan Petroleum Refinery Co (Jprc),Normal Operation,"239,700.00 Barrels/day",
Notre-Dame-de-Gravenchon Refinery (Esso Raffinage SAS),Oil Refinery,Northern France,Oil / Oil Products,Esso Raffinage SAS,Normal Operation,"240,000.00 Barrels/day",
Tangshan (Caofeidian) Refinery (SINOPEC Beijing Yanshan Petrochemical Ltd),Oil Refinery,East China,Oil / Oil Products,SINOPEC Beijing Yanshan Petrochemical Ltd,On Hold,"240,000.00 Barrels/day",
Bakinsk Heydar Aliyev Lower Refinery (Azerneftyag) (Bakinsk NPZ JSC),Oil Refinery,Azerbaijan,Oil / Oil Products,Bakinsk NPZ JSC,Normal Operation,"240,000.00 Barrels/day",
Quanzhou (Sinochem Quanzhou Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,Sinochem Quanzhou Petrochemical Company Limited,Normal Operation,"240,000.00 Barrels/day",
Shymkent (KazMunayGas JSC),Oil Refinery,Kazakhstan,Oil / Oil Products,KazMunayGas JSC,Normal Operation,"240,000.00 Barrels/day",
Urumqi (PetroChina Urumqi Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,PetroChina Urumqi Petrochemical Company Limited,Normal Operation,"240,000.00 Barrels/day",
Leuna (TotalEnergies Raffinerie Mitteldeutschland GmbH),Oil Refinery,Germany,Oil / Oil Products,TotalEnergies Raffinerie Mitteldeutschland GmbH,Normal Operation,"240,000.00 Barrels/day",
Yanbu (Saudi Arabian Oil Company),Oil Refinery,Saudi Arabia,Oil / Oil Products,Saudi Arabian Oil Company,Normal Operation,"240,000.00 Barrels/day",
Priolo Gargallo ISAB Refinery (South) (Lukoil PJSC),Oil Refinery,Italy,Oil / Oil Products,Lukoil PJSC,Normal Operation,"240,000.00 Barrels/day",
Quanzhou Refinery (Fujian Refining & Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,Fujian Refining & Petrochemical Company Limited,Normal Operation,"240,000.00 Barrels/day",
Saint Charles (Valero Refining Company-California),Oil Refinery,Louisiana,Oil / Oil Products,Valero Refining Company-California,Normal Operation,"235,000.00 Barrels/day",Gulf Coast (PADD III)
Willemstad Isla Curacao (Refineria di Korsou NV),Oil Refinery,Caribbean (Other),Oil / Oil Products,Refineria di Korsou NV,Mothballed,"234,040.00 Barrels/day",
Novokuibyshevsk Refinery (Novokuibyshevskmoloko),Oil Refinery,Volga Federal District,Oil / Oil Products,Novokuibyshevskmoloko,Normal Operation,"234,600.00 Barrels/day",
Sturgeon Refinery (North West Redwater Partnership),Oil Refinery,Canada,Oil / Oil Products,North West Redwater Partnership,Normal Operation,"231,240.00 Barrels/day",
RNEST (Abreu e Lima Refinery) (Petroleo Brasileiro SA Petrobras),Oil Refinery,Brasilia,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Normal Operation,"230,000.00 Barrels/day",
Jiujiang (Sinopec Jiujiang Co),Oil Refinery,China (Mainland),Oil / Oil Products,Sinopec Jiujiang Co,Normal Operation,"230,000.00 Barrels/day",
Montreal (Suncor Energy Incorporated),Oil Refinery,Canada,Oil / Oil Products,Suncor Energy Incorporated,Normal Operation,"230,000.00 Barrels/day",
Gazprom dobycha Yamburg LLC (Gazprom PAO),Oil Refinery,Russia,Oil / Oil Products,Gazprom PAO,Not Applicable,"230,000.00 Barrels/day",
Mitteldeutschland Spergau (Russia Total Return AG),Oil Refinery,Germany,Oil / Oil Products,Russia Total Return AG,Normal Operation,"230,000.00 Barrels/day",
Donges (Total Refining & Chemicals Saudi Arabia Sas),Oil Refinery,Northern France,Oil / Oil Products,Total Refining & Chemicals Saudi Arabia Sas,Normal Operation,"230,000.00 Barrels/day",
Izmit (Koc Holding AS),Oil Refinery,Turkey,Oil / Oil Products,Koc Holding AS,Normal Operation,"225,800.00 Barrels/day",
Sines (Galp Energia SGPS SA),Oil Refinery,Portugal,Oil / Oil Products,Galp Energia SGPS SA,Normal Operation,"225,000.00 Barrels/day",
Komsomolsk Refinery (NK Rosneft' PAO),Oil Refinery,Far Eastern Federal District,Oil / Oil Products,NK Rosneft' PAO,Normal Operation,"223,300.00 Barrels/day",
La Rabida Refinery (Cepsa SA),Oil Refinery,Spain,Oil / Oil Products,Cepsa SA,Normal Operation,"221,000.00 Barrels/day",
Lukoil Neftochim Burgas Refinery (Lukoil Bulgaria EOOD),Oil Refinery,Bulgaria,Oil / Oil Products,Lukoil Bulgaria EOOD,Normal Operation,"221,700.00 Barrels/day",
Cartagena (Repsol Petroleo SA),Oil Refinery,Spain,Oil / Oil Products,Repsol Petroleo SA,Normal Operation,"220,000.00 Barrels/day",
Ras Lanuf (Libyan Emirates Oil Refining Company),Oil Refinery,Libya,Oil / Oil Products,Libyan Emirates Oil Refining Company,Mothballed,"220,000.00 Barrels/day",
NOVATEK Purovskiy ZPK LLC (Novatek PAO),Oil Refinery,Russia,Oil / Oil Products,Novatek PAO,Not Applicable,"220,000.00 Barrels/day",
Pembroke (Valero Energy Corp),Oil Refinery,United Kingdom,Oil / Oil Products,Valero Energy Corp,Normal Operation,"220,000.00 Barrels/day",
Bilbao Refinery (Petronor SA),Oil Refinery,Spain,Oil / Oil Products,Petronor SA,Normal Operation,"220,000.00 Barrels/day",
Chiba (Idemitsu Kosan Company Limited),Oil Refinery,Japan,Oil / Oil Products,Idemitsu Kosan Company Limited,Normal Operation,"220,000.00 Barrels/day",
Preemraff Lysekil Refinery (Preem AB),Oil Refinery,Sweden,Oil / Oil Products,Preem AB,Normal Operation,"220,000.00 Barrels/day",
PetroIneos Lavera Refinery (Petroineos Manufacturing France SAS),Oil Refinery,Southern France,Oil / Oil Products,Petroineos Manufacturing France SAS,Normal Operation,"218,000.00 Barrels/day",
Puget Sound Refinery (HF Sinclair Corp),Oil Refinery,Washington,Oil / Oil Products,HF Sinclair Corp,Normal Operation,"219,000.00 Barrels/day",West Coast (PADD V)
Texas City (Valero Refining Co),Oil Refinery,Texas,Oil / Oil Products,Valero Refining Co,Normal Operation,"218,000.00 Barrels/day",Gulf Coast (PADD III)
Houston (Valero Refining Company),Oil Refinery,Texas,Oil / Oil Products,Valero Refining Company,Normal Operation,"217,000.00 Barrels/day",Gulf Coast (PADD III)
Corpus Christi Refinery - East (Flint Hills Resources LLC),Oil Refinery,Texas,Oil / Oil Products,Flint Hills Resources LLC,Normal Operation,"217,000.00 Barrels/day",Gulf Coast (PADD III)
Schwedt Refinery (PCK Raffinerie Gmbh),Oil Refinery,Germany,Oil / Oil Products,PCK Raffinerie Gmbh,Normal Operation,"217,000.00 Barrels/day",
IRPC Rayong Refinery (IRPC Public Company Limited),Oil Refinery,Thailand,Oil / Oil Products,IRPC Public Company Limited,Normal Operation,"215,000.00 Barrels/day",
Grangemouth (PetroIneos Manufacturing Scotland Limited),Oil Refinery,United Kingdom,Oil / Oil Products,PetroIneos Manufacturing Scotland Limited,Normal Operation,"215,000.00 Barrels/day",
Ponca City (Phillips 66),Oil Refinery,Oklahoma,Oil / Oil Products,Phillips 66,Normal Operation,"215,000.00 Barrels/day",Midwest (PADD II)
Aegean Aliaga (Star Ege) Refinery (SOCAR),Oil Refinery,Turkey,Oil / Oil Products,SOCAR,Normal Operation,"214,000.00 Barrels/day",
Lindsey (TotalEnergies SE),Oil Refinery,United Kingdom,Oil / Oil Products,TotalEnergies SE,Normal Operation,"210,000.00 Barrels/day",
Gdansk (Grupa Lotos SA),Oil Refinery,Poland,Oil / Oil Products,Grupa Lotos SA,Normal Operation,"210,000.00 Barrels/day",
Port Harcourt (Port Harcourt Refining Company),Oil Refinery,Nigeria,Oil / Oil Products,Port Harcourt Refining Company,Normal Operation,"210,000.00 Barrels/day",
Anqing (Sinopec Anqing Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,Sinopec Anqing Company Limited,Normal Operation,"210,000.00 Barrels/day",
Porvoo (Neste Corporation),Oil Refinery,Finland,Oil / Oil Products,Neste Corporation,Normal Operation,"206,000.00 Barrels/day",
Mohammedia Refinery (SAMIR),Oil Refinery,Morocco,Oil / Oil Products,SAMIR,Mothballed,"207,000.00 Barrels/day",
Yulin Refinery (Yanchang Petroleum Group Refinery Company),Oil Refinery,China (Mainland),Oil / Oil Products,Yanchang Petroleum Group Refinery Company,Normal Operation,"204,000.00 Barrels/day",
Pancevo Refinery (Gazprom Neft' PAO),Oil Refinery,Serbia,Oil / Oil Products,Gazprom Neft' PAO,Normal Operation,"203,580.00 Barrels/day",
Khan Hoa (Vietnam National Petroleum Group),Oil Refinery,Vietnam,Oil / Oil Products,Vietnam National Petroleum Group,Not Applicable,"200,800.00 Barrels/day",
Van Phong (Vietnam National Petroleum Group),Oil Refinery,Vietnam,Oil / Oil Products,Vietnam National Petroleum Group,Not Applicable,"200,800.00 Barrels/day",
Qingdao Refinery (Sinopec Qingdao Refining & Chemical Co Ltd),Oil Refinery,China (Mainland),Oil / Oil Products,Sinopec Qingdao Refining & Chemical Co Ltd,Normal Operation,"200,000.00 Barrels/day",
Pasadena (Chevron Corporation),Oil Refinery,Texas,Oil / Oil Products,Chevron Corporation,Normal Operation,"200,000.00 Barrels/day",Gulf Coast (PADD III)
Renqiu Refinery (CNPC Huabei Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,CNPC Huabei Petrochemical Company Limited,Normal Operation,"200,000.00 Barrels/day",
Nagapattinam (Chennai Petroleum Corporation Limited),Oil Refinery,India,Oil / Oil Products,Chennai Petroleum Corporation Limited,Mothballed,"200,000.00 Barrels/day",
Wuhan (Sinopec Wuhan Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,Sinopec Wuhan Company Limited,Normal Operation,"200,000.00 Barrels/day",
Jingmen Refinery II (Sinopec Jiujiang Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,Sinopec Jiujiang Petrochemical Company Limited,On Hold,"200,000.00 Barrels/day",
Zhanjiang Dongxing Refinery (Sinopec Zhanjiang Dongxing Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,Sinopec Zhanjiang Dongxing Petrochemical Company Limited,Normal Operation,"200,000.00 Barrels/day",
La Plata (YPF SA),Oil Refinery,Argentina,Oil / Oil Products,YPF SA,Normal Operation,"200,000.00 Barrels/day",
Daqing Refinery (PetroChina Daqing Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,PetroChina Daqing Petrochemical Company Limited,Normal Operation,"200,000.00 Barrels/day",
Tahe Refinery (SINOPEC Tahe Co),Oil Refinery,China (Mainland),Oil / Oil Products,SINOPEC Tahe Co,Normal Operation,"200,000.00 Barrels/day",
Mongstad (Equinor ASA),Oil Refinery,Norway,Oil / Oil Products,Equinor ASA,Normal Operation,"200,000.00 Barrels/day",
Dalian Refinery (Dalian West Pacific Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,Dalian West Pacific Petrochemical Company Limited,Normal Operation,"200,000.00 Barrels/day",
Pengzhou Refinery (PetroChina Sichuan Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,PetroChina Sichuan Petrochemical Company Limited,Normal Operation,"200,000.00 Barrels/day",
Sichuan (PetroChina Co Ltd),Oil Refinery,China (Mainland),Oil / Oil Products,PetroChina Co Ltd,Normal Operation,"200,000.00 Barrels/day",
Corinth (Motor Oil Hellas),Oil Refinery,Greece,Oil / Oil Products,Motor Oil Hellas,Normal Operation,"200,000.00 Barrels/day",
Sohar (Oman Refinery Co LLC),Oil Refinery,Oman,Oil / Oil Products,Oman Refinery Co LLC,Normal Operation,"198,000.00 Barrels/day",
Haifa Refinery (Oil Refineries Limited),Oil Refinery,Israel,Oil / Oil Products,Oil Refineries Limited,Normal Operation,"197,000.00 Barrels/day",
REPAR Refinery (Petroleo Brasileiro SA Petrobras),Oil Refinery,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Normal Operation,"196,000.00 Barrels/day",
Chalmette (Chalmette Refining LLC),Oil Refinery,Louisiana,Oil / Oil Products,Chalmette Refining LLC,Normal Operation,"192,000.00 Barrels/day",Gulf Coast (PADD III)
Schwechat (OMV AG),Oil Refinery,Austria,Oil / Oil Products,OMV AG,Normal Operation,"192,000.00 Barrels/day",
Rotterdam Refinery (Esso Nederland BV),Oil Refinery,Netherlands,Oil / Oil Products,Esso Nederland BV,Normal Operation,"191,000.00 Barrels/day",
Port Arthur (TotalEnergies Petrochemicals & Refining USA Incorporated),Oil Refinery,Texas,Oil / Oil Products,TotalEnergies Petrochemicals & Refining USA Incorporated,Normal Operation,"190,000.00 Barrels/day",Gulf Coast (PADD III)
Afipsky refinery (SAFMAR),Oil Refinery,Southern Federal District,Oil / Oil Products,SAFMAR,Normal Operation,"190,300.00 Barrels/day",
Bakinsk Heydar Aliyev Upper Refinery (Bakinsk NPZ JSC),Oil Refinery,Azerbaijan,Oil / Oil Products,Bakinsk NPZ JSC,Normal Operation,"190,000.00 Barrels/day",
Assiut Refinery (Assiut Oil Refining Company),Oil Refinery,Egypt,Oil / Oil Products,Assiut Oil Refining Company,Normal Operation,"190,000.00 Barrels/day",
Erbil Refinery (KAR Group),Oil Refinery,Iraq,Oil / Oil Products,KAR Group,Normal Operation,"190,000.00 Barrels/day",
Mumbai (Hindustan Petroleum Corporation Limited),Oil Refinery,India,Oil / Oil Products,Hindustan Petroleum Corporation Limited,Normal Operation,"190,000.00 Barrels/day",
Keihin (Toa Oil Co Ltd),Oil Refinery,Japan,Oil / Oil Products,Toa Oil Co Ltd,Normal Operation,"190,000.00 Barrels/day",
Memphis (Valero Refining Co),Oil Refinery,Tennessee,Oil / Oil Products,Valero Refining Co,Normal Operation,"190,000.00 Barrels/day",Midwest (PADD II)
Rheinland Godorf Refinery (North) (Shell Deutschland Oil GmbH),Oil Refinery,Germany,Oil / Oil Products,Shell Deutschland Oil GmbH,Normal Operation,"190,000.00 Barrels/day",
Coffeyville (Coffeyville Resources Refining & Marketing LLC),Oil Refinery,Kansas,Oil / Oil Products,Coffeyville Resources Refining & Marketing LLC,Normal Operation,"190,000.00 Barrels/day",Midwest (PADD II)
Refinaria Alberto Pasqualini (REFAP) (Petroleo Brasileiro SA Petrobras),Oil Refinery,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Normal Operation,"188,000.00 Barrels/day",
Jinan Refinery (SINOPEC Jinan Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,SINOPEC Jinan Company Limited,Normal Operation,"188,000.00 Barrels/day",
Orsk Refinery (Orsknefteorgsintez OJSC),Oil Refinery,Volga Federal District,Oil / Oil Products,Orsknefteorgsintez OJSC,Normal Operation,"188,100.00 Barrels/day",
Trainer Refinery (Monroe Energy LLC),Oil Refinery,Pennsylvania,Oil / Oil Products,Monroe Energy LLC,Normal Operation,"185,000.00 Barrels/day",East Coast (PADD I)
Alexandria Refinery (APC - El-Mex) (Alexandria Petroleum Co),Oil Refinery,Egypt,Oil / Oil Products,Alexandria Petroleum Co,Normal Operation,"183,000.00 Barrels/day",
Zibo Refinery (Shandong Jincheng Petrochemical Group Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,Shandong Jincheng Petrochemical Group Company Limited,Normal Operation,"184,000.00 Barrels/day",
Numaligarh (Numaligarh Refinery Limited),Oil Refinery,India,Oil / Oil Products,Numaligarh Refinery Limited,Normal Operation,"180,493.00 Barrels/day",
Novoshakhtinskiy Refinery (Peton Invest Technology LLC),Oil Refinery,Southern Federal District,Oil / Oil Products,Peton Invest Technology LLC,Normal Operation,"180,000.00 Barrels/day",
Durban Sapref Refinery (Shell & BP South African Petroleum Refineries Pty Ltd),Oil Refinery,South Africa,Oil / Oil Products,Shell & BP South African Petroleum Refineries Pty Ltd,Mothballed,"180,000.00 Barrels/day",
Zhuhai Yulong Refinery (China Grain Petrochemical (Zhuhai) Group Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,China Grain Petrochemical (Zhuhai) Group Company Limited,Normal Operation,"180,000.00 Barrels/day",
Sarpom (Sarpom S.r.l.),Oil Refinery,Italy,Oil / Oil Products,Sarpom S.r.l.,Normal Operation,"180,000.00 Barrels/day",
Limay Bataan Refinery (Petron Corp),Oil Refinery,Philippines,Oil / Oil Products,Petron Corp,Normal Operation,"180,000.00 Barrels/day",
Long Son (Vietnam Oil and Gas Group),Oil Refinery,Vietnam,Oil / Oil Products,Vietnam Oil and Gas Group,Planned,"180,000.00 Barrels/day",
Azzawiya (Azzawiya Oil Refining Co),Oil Refinery,Libya,Oil / Oil Products,Azzawiya Oil Refining Co,Normal Operation,"180,000.00 Barrels/day",
Liaoyang Refinery (PetroChina Liaoyang Petrochemical Company),Oil Refinery,China (Mainland),Oil / Oil Products,PetroChina Liaoyang Petrochemical Company,Normal Operation,"180,000.00 Barrels/day",
Heze Refinery (Shandong Dongming Petrochemical Group Co Ltd),Oil Refinery,China (Mainland),Oil / Oil Products,Shandong Dongming Petrochemical Group Co Ltd,Normal Operation,"180,000.00 Barrels/day",
