Name,Asset Type,Location,Commodity,Operating Company,Status,Capacity (Barrels),Region PADD,Primary Shareholders
Los Angeles Carson Refinery (Marathon Petroleum Corporation),Oil Refinery,California,Oil / Oil Products,Marathon Petroleum Corporation,Normal Operation,"260,000.00",West Coast (PADD V),Marathon Petroleum Corp
Turkmenbashi (Turkmennebit GK),Oil Refinery,Turkmenistan,Oil / Oil Products,Turkmennebit GK,Normal Operation,"260,000.00",,
Refineria Ingeniero Antonio M Amor (Salamanca) (Pemex Transformacion Industrial),Oil Refinery,Mexico,Oil / Oil Products,Pemex Transformacion Industrial,Normal Operation,"260,000.00",,Pemex
Bayway Refinery (Phillips 66),Oil Refinery,New Jersey,Oil / Oil Products,Phillips 66,Normal Operation,"258,500.00",East Coast (PADD I),Phillips 66
Robinson (Marathon Petroleum Corporation),Oil Refinery,Illinois,Oil / Oil Products,Marathon Petroleum Corporation,Normal Operation,"255,000.00",Midwest (PADD II),Marathon Petroleum Corp
Yokkaichi (Showa Yokkaichi Sekiyu Company Limited),Oil Refinery,Japan,Oil / Oil Products,Showa Yokkaichi Sekiyu Company Limited,Normal Operation,"255,000.00",,Showa Shell
Jilin (PetroChina Jilin Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,PetroChina Jilin Petrochemical Company Limited,Normal Operation,"252,000.00",,PetroChina
REDUC (Petroleo Brasileiro SA Petrobras),Oil Refinery,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Normal Operation,"251,600.00",,Petrobras
REVAP Refinery (Petroleo Brasileiro SA Petrobras),Oil Refinery,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Normal Operation,"251,000.00",,Petrobras
Shazand Arak Refinery (Imam Khomeini Oil Refinery Company of Shazand),Oil Refinery,Iran,Oil / Oil Products,Imam Khomeini Oil Refinery Company of Shazand,Normal Operation,"250,000.00",,NIOC
Joliet (Exxon Mobil Corp),Oil Refinery,Illinois,Oil / Oil Products,Exxon Mobil Corp,Normal Operation,"250,000.00",Midwest (PADD II),Exxon Mobil Corp
Cherry Point (BP Products North America Inc),Oil Refinery,Washington,Oil / Oil Products,BP Products North America Inc,Normal Operation,"250,000.00",West Coast (PADD V),BP PLC
Superior (Cenovus Energy Inc),Oil Refinery,Wisconsin,Oil / Oil Products,Cenovus Energy Inc,Normal Operation,"249,000.00",Midwest (PADD II),Calumet Lubricants Co LP
Tehran (National Iranian Oil Refining & Distribution Company),Oil Refinery,Iran,Oil / Oil Products,National Iranian Oil Refining & Distribution Company,Normal Operation,"250,000.00",,National Iranian Oil Co
Milazzo (Raffineria di Milazzo SpA),Oil Refinery,Italy,Oil / Oil Products,Raffineria di Milazzo SpA,Normal Operation,"248,859.00",,Eni SpA
Gibraltar Refinery (Cepsa),Oil Refinery,Spain,Oil / Oil Products,Cepsa,Normal Operation,"247,000.00",,Cepsa
Ruhr Öl (BP PLC),Oil Refinery,Germany,Oil / Oil Products,BP PLC,Not Applicable,"246,000.00",,BP PLC
Sannazzaro (Eni Spa),Oil Refinery,Italy,Oil / Oil Products,Eni Spa,Normal Operation,"247,000.00",,Eni SpA
Humber Refinery (Phillips 66),Oil Refinery,United Kingdom,Oil / Oil Products,Phillips 66,Normal Operation,"245,000.00",,Phillips 66
Cartagena (Ecopetrol SA),Oil Refinery,Colombia,Oil / Oil Products,Ecopetrol SA,Normal Operation,"245,000.00",,Ecopetrol
Bathinda Guru Gobind Singh Refinery (HPCL-Mittal Energy Ltd),Oil Refinery,India,Oil / Oil Products,HPCL-Mittal Energy Ltd,Normal Operation,"242,000.00",,Oil and Natural Gas Corporation Ltd
Izmir (Turkiye Petrol Rafinerileri AS),Oil Refinery,Turkey,Oil / Oil Products,Turkiye Petrol Rafinerileri AS,Normal Operation,"241,500.00",,TUPRAS
Norco (Shell Oil Products US),Oil Refinery,Louisiana,Oil / Oil Products,Shell Oil Products US,Normal Operation,"240,000.00",Gulf Coast (PADD III),Royal Dutch Shell Plc
Zarqa Refinery (Jordan Petroleum Refinery Co (Jprc)),Oil Refinery,Jordan,Oil / Oil Products,Jordan Petroleum Refinery Co (Jprc),Normal Operation,"239,700.00",,Jordan Petroleum Refinery Co (Jprc)
Notre-Dame-de-Gravenchon Refinery (Esso Raffinage SAS),Oil Refinery,Northern France,Oil / Oil Products,Esso Raffinage SAS,Normal Operation,"240,000.00",,Exxon Mobil Corp
Tangshan (Caofeidian) Refinery (SINOPEC Beijing Yanshan Petrochemical Ltd),Oil Refinery,East China,Oil / Oil Products,SINOPEC Beijing Yanshan Petrochemical Ltd,On Hold,"240,000.00",,SINOPEC Group
Bakinsk Heydar Aliyev Lower Refinery (Azerneftyag) (Bakinsk NPZ JSC),Oil Refinery,Azerbaijan,Oil / Oil Products,Bakinsk NPZ JSC,Normal Operation,"240,000.00",,Socar
Quanzhou (Sinochem Quanzhou Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,Sinochem Quanzhou Petrochemical Company Limited,Normal Operation,"240,000.00",,Sinochem Group Co Ltd
Shymkent (KazMunayGas JSC),Oil Refinery,Kazakhstan,Oil / Oil Products,KazMunayGas JSC,Normal Operation,"240,000.00",,Petrokazakhstan Inc
Urumqi (PetroChina Urumqi Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,PetroChina Urumqi Petrochemical Company Limited,Normal Operation,"240,000.00",,PetroChina
Leuna (TotalEnergies Raffinerie Mitteldeutschland GmbH),Oil Refinery,Germany,Oil / Oil Products,TotalEnergies Raffinerie Mitteldeutschland GmbH,Normal Operation,"240,000.00",,Total
Yanbu (Saudi Arabian Oil Company),Oil Refinery,Saudi Arabia,Oil / Oil Products,Saudi Arabian Oil Company,Normal Operation,"240,000.00",,Saudi Aramco
Priolo Gargallo ISAB Refinery (South) (Lukoil PJSC),Oil Refinery,Italy,Oil / Oil Products,Lukoil PJSC,Normal Operation,"240,000.00",,LUKOIL
Quanzhou Refinery (Fujian Refining & Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,Fujian Refining & Petrochemical Company Limited,Normal Operation,"240,000.00",,Saudi Aramco
Saint Charles (Valero Refining Company-California),Oil Refinery,Louisiana,Oil / Oil Products,Valero Refining Company-California,Normal Operation,"235,000.00",Gulf Coast (PADD III),Valero Energy Corp
Willemstad Isla Curacao (Refineria di Korsou NV),Oil Refinery,Caribbean (Other),Oil / Oil Products,Refineria di Korsou NV,Mothballed,"234,040.00",,PDVSA
Novokuibyshevsk Refinery (Novokuibyshevskmoloko),Oil Refinery,Volga Federal District,Oil / Oil Products,Novokuibyshevskmoloko,Normal Operation,"234,600.00",,NK Rosneft' PAO
Sturgeon Refinery (North West Redwater Partnership),Oil Refinery,Canada,Oil / Oil Products,North West Redwater Partnership,Normal Operation,"231,240.00",,North West Redwater Partnership
RNEST (Abreu e Lima Refinery) (Petroleo Brasileiro SA Petrobras),Oil Refinery,Brasilia,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Normal Operation,"230,000.00",,Petroleo Brasileiro SA
Jiujiang (Sinopec Jiujiang Co),Oil Refinery,China (Mainland),Oil / Oil Products,Sinopec Jiujiang Co,Normal Operation,"230,000.00",,Sinopec Corp
Montreal (Suncor Energy Incorporated),Oil Refinery,Canada,Oil / Oil Products,Suncor Energy Incorporated,Normal Operation,"230,000.00",,Petro Canada
Gazprom dobycha Yamburg LLC (Gazprom PAO),Oil Refinery,Russia,Oil / Oil Products,Gazprom PAO,Not Applicable,"230,000.00",,Gazprom
Mitteldeutschland Spergau (Russia Total Return AG),Oil Refinery,Germany,Oil / Oil Products,Russia Total Return AG,Normal Operation,"230,000.00",,
Donges (Total Refining & Chemicals Saudi Arabia Sas),Oil Refinery,Northern France,Oil / Oil Products,Total Refining & Chemicals Saudi Arabia Sas,Normal Operation,"230,000.00",,Total
Izmit (Koc Holding AS),Oil Refinery,Turkey,Oil / Oil Products,Koc Holding AS,Normal Operation,"225,800.00",,TUPRAS
Sines (Galp Energia SGPS SA),Oil Refinery,Portugal,Oil / Oil Products,Galp Energia SGPS SA,Normal Operation,"225,000.00",,Petroleos de Portugal Petrogal SA
Komsomolsk Refinery (NK Rosneft' PAO),Oil Refinery,Far Eastern Federal District,Oil / Oil Products,NK Rosneft' PAO,Normal Operation,"223,300.00",,NK Rosneft' PAO
La Rabida Refinery (Cepsa SA),Oil Refinery,Spain,Oil / Oil Products,Cepsa SA,Normal Operation,"221,000.00",,Cepsa
Lukoil Neftochim Burgas Refinery (Lukoil Bulgaria EOOD),Oil Refinery,Bulgaria,Oil / Oil Products,Lukoil Bulgaria EOOD,Normal Operation,"221,700.00",,Lukoil
Cartagena (Repsol Petroleo SA),Oil Refinery,Spain,Oil / Oil Products,Repsol Petroleo SA,Normal Operation,"220,000.00",,Repsol
Ras Lanuf (Libyan Emirates Oil Refining Company),Oil Refinery,Libya,Oil / Oil Products,Libyan Emirates Oil Refining Company,Mothballed,"220,000.00",,National Oil Corporation
NOVATEK Purovskiy ZPK LLC (Novatek PAO),Oil Refinery,Russia,Oil / Oil Products,Novatek PAO,Not Applicable,"220,000.00",,
Pembroke (Valero Energy Corp),Oil Refinery,United Kingdom,Oil / Oil Products,Valero Energy Corp,Normal Operation,"220,000.00",,Valero Energy Corp
Bilbao Refinery (Petronor SA),Oil Refinery,Spain,Oil / Oil Products,Petronor SA,Normal Operation,"220,000.00",,Repsol Petroleo SA
Chiba (Idemitsu Kosan Company Limited),Oil Refinery,Japan,Oil / Oil Products,Idemitsu Kosan Company Limited,Normal Operation,"220,000.00",,Idemitsu Kosan Co
Preemraff Lysekil Refinery (Preem AB),Oil Refinery,Sweden,Oil / Oil Products,Preem AB,Normal Operation,"220,000.00",,Preem
PetroIneos Lavera Refinery (Petroineos Manufacturing France SAS),Oil Refinery,Southern France,Oil / Oil Products,Petroineos Manufacturing France SAS,Normal Operation,"218,000.00",,INEOS Group Holdings Ltd
Puget Sound Refinery (HF Sinclair Corp),Oil Refinery,Washington,Oil / Oil Products,HF Sinclair Corp,Normal Operation,"219,000.00",West Coast (PADD V),Shell
Texas City (Valero Refining Co),Oil Refinery,Texas,Oil / Oil Products,Valero Refining Co,Normal Operation,"218,000.00",Gulf Coast (PADD III),Valero Energy Corp
Houston (Valero Refining Company),Oil Refinery,Texas,Oil / Oil Products,Valero Refining Company,Normal Operation,"217,000.00",Gulf Coast (PADD III),Valero Energy Corp
Corpus Christi Refinery - East (Flint Hills Resources LLC),Oil Refinery,Texas,Oil / Oil Products,Flint Hills Resources LLC,Normal Operation,"217,000.00",Gulf Coast (PADD III),Koch Industries Inc
Schwedt Refinery (PCK Raffinerie Gmbh),Oil Refinery,Germany,Oil / Oil Products,PCK Raffinerie Gmbh,Normal Operation,"217,000.00",,PCK Raffinerie GmbH
IRPC Rayong Refinery (IRPC Public Company Limited),Oil Refinery,Thailand,Oil / Oil Products,IRPC Public Company Limited,Normal Operation,"215,000.00",,Ptt
Grangemouth (PetroIneos Manufacturing Scotland Limited),Oil Refinery,United Kingdom,Oil / Oil Products,PetroIneos Manufacturing Scotland Limited,Normal Operation,"215,000.00",,INEOS Group Holdings Ltd
Ponca City (Phillips 66),Oil Refinery,Oklahoma,Oil / Oil Products,Phillips 66,Normal Operation,"215,000.00",Midwest (PADD II),Conoco
Aegean Aliaga (Star Ege) Refinery (SOCAR),Oil Refinery,Turkey,Oil / Oil Products,SOCAR,Normal Operation,"214,000.00",,Socar
Lindsey (TotalEnergies SE),Oil Refinery,United Kingdom,Oil / Oil Products,TotalEnergies SE,Normal Operation,"210,000.00",,Total
Gdansk (Grupa Lotos SA),Oil Refinery,Poland,Oil / Oil Products,Grupa Lotos SA,Normal Operation,"210,000.00",,Lotos
Port Harcourt (Port Harcourt Refining Company),Oil Refinery,Nigeria,Oil / Oil Products,Port Harcourt Refining Company,Normal Operation,"210,000.00",,Nigerian National Oil Co
Anqing (Sinopec Anqing Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,Sinopec Anqing Company Limited,Normal Operation,"210,000.00",,China Petroleum & Chemical Corporation
Porvoo (Neste Corporation),Oil Refinery,Finland,Oil / Oil Products,Neste Corporation,Normal Operation,"206,000.00",,Neste Oyj
Mohammedia Refinery (SAMIR),Oil Refinery,Morocco,Oil / Oil Products,SAMIR,Mothballed,"207,000.00",,Corral Holdings
Yulin Refinery (Yanchang Petroleum Group Refinery Company),Oil Refinery,China (Mainland),Oil / Oil Products,Yanchang Petroleum Group Refinery Company,Normal Operation,"204,000.00",,Shaanxi Yanchang Petroleum Group Company Limited
Pancevo Refinery (Gazprom Neft' PAO),Oil Refinery,Serbia,Oil / Oil Products,Gazprom Neft' PAO,Normal Operation,"203,580.00",,Gazprom Neft
Khan Hoa (Vietnam National Petroleum Group),Oil Refinery,Vietnam,Oil / Oil Products,Vietnam National Petroleum Group,Not Applicable,"200,800.00",,
Van Phong (Vietnam National Petroleum Group),Oil Refinery,Vietnam,Oil / Oil Products,Vietnam National Petroleum Group,Not Applicable,"200,800.00",,Petrolimex
Qingdao Refinery (Sinopec Qingdao Refining & Chemical Co Ltd),Oil Refinery,China (Mainland),Oil / Oil Products,Sinopec Qingdao Refining & Chemical Co Ltd,Normal Operation,"200,000.00",,China Petroleum & Chemical Corporation
Pasadena (Chevron Corporation),Oil Refinery,Texas,Oil / Oil Products,Chevron Corporation,Normal Operation,"200,000.00",Gulf Coast (PADD III),Petrobras
Renqiu Refinery (CNPC Huabei Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,CNPC Huabei Petrochemical Company Limited,Normal Operation,"200,000.00",,China Petroleum & Chemical Corporation
Nagapattinam (Chennai Petroleum Corporation Limited),Oil Refinery,India,Oil / Oil Products,Chennai Petroleum Corporation Limited,Mothballed,"200,000.00",,Chennai Petroleum Corp Ltd
Wuhan (Sinopec Wuhan Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,Sinopec Wuhan Company Limited,Normal Operation,"200,000.00",,Sinopec Corp
Jingmen Refinery II (Sinopec Jiujiang Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,Sinopec Jiujiang Petrochemical Company Limited,On Hold,"200,000.00",,SINOPEC Group
Zhanjiang Dongxing Refinery (Sinopec Zhanjiang Dongxing Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,Sinopec Zhanjiang Dongxing Petrochemical Company Limited,Normal Operation,"200,000.00",,Sinopec Corp
La Plata (YPF SA),Oil Refinery,Argentina,Oil / Oil Products,YPF SA,Normal Operation,"200,000.00",,YPF SA
Daqing Refinery (PetroChina Daqing Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,PetroChina Daqing Petrochemical Company Limited,Normal Operation,"200,000.00",,China National Petroleum Corporation
Tahe Refinery (SINOPEC Tahe Co),Oil Refinery,China (Mainland),Oil / Oil Products,SINOPEC Tahe Co,Normal Operation,"200,000.00",,China Petroleum & Chemical Corporation
Mongstad (Equinor ASA),Oil Refinery,Norway,Oil / Oil Products,Equinor ASA,Normal Operation,"200,000.00",,Statoil
Dalian Refinery (Dalian West Pacific Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,Dalian West Pacific Petrochemical Company Limited,Normal Operation,"200,000.00",,PetroChina
Pengzhou Refinery (PetroChina Sichuan Petrochemical Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,PetroChina Sichuan Petrochemical Company Limited,Normal Operation,"200,000.00",,China Petroleum & Chemical Corporation
Sichuan (PetroChina Co Ltd),Oil Refinery,China (Mainland),Oil / Oil Products,PetroChina Co Ltd,Normal Operation,"200,000.00",,PetroChina
Corinth (Motor Oil Hellas),Oil Refinery,Greece,Oil / Oil Products,Motor Oil Hellas,Normal Operation,"200,000.00",,Motor Oil Hellas
Sohar (Oman Refinery Co LLC),Oil Refinery,Oman,Oil / Oil Products,Oman Refinery Co LLC,Normal Operation,"198,000.00",,Sohar Refinery Company
Haifa Refinery (Oil Refineries Limited),Oil Refinery,Israel,Oil / Oil Products,Oil Refineries Limited,Normal Operation,"197,000.00",,Israel Corporation Ltd
REPAR Refinery (Petroleo Brasileiro SA Petrobras),Oil Refinery,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Normal Operation,"196,000.00",,Petrobras
Chalmette (Chalmette Refining LLC),Oil Refinery,Louisiana,Oil / Oil Products,Chalmette Refining LLC,Normal Operation,"192,000.00",Gulf Coast (PADD III),PBF Energy Inc
Schwechat (OMV AG),Oil Refinery,Austria,Oil / Oil Products,OMV AG,Normal Operation,"192,000.00",,OMV
Rotterdam Refinery (Esso Nederland BV),Oil Refinery,Netherlands,Oil / Oil Products,Esso Nederland BV,Normal Operation,"191,000.00",,Exxon Mobil Corp
Port Arthur (TotalEnergies Petrochemicals & Refining USA Incorporated),Oil Refinery,Texas,Oil / Oil Products,TotalEnergies Petrochemicals & Refining USA Incorporated,Normal Operation,"190,000.00",Gulf Coast (PADD III),Total
Afipsky refinery (SAFMAR),Oil Refinery,Southern Federal District,Oil / Oil Products,SAFMAR,Normal Operation,"190,300.00",,Russneft
Bakinsk Heydar Aliyev Upper Refinery (Bakinsk NPZ JSC),Oil Refinery,Azerbaijan,Oil / Oil Products,Bakinsk NPZ JSC,Normal Operation,"190,000.00",,State Oil Company of the Azerbaijan Republic
Assiut Refinery (Assiut Oil Refining Company),Oil Refinery,Egypt,Oil / Oil Products,Assiut Oil Refining Company,Normal Operation,"190,000.00",,Egyptian General Petroleum Corporation
Erbil Refinery (KAR Group),Oil Refinery,Iraq,Oil / Oil Products,KAR Group,Normal Operation,"190,000.00",,Kar Group
Mumbai (Hindustan Petroleum Corporation Limited),Oil Refinery,India,Oil / Oil Products,Hindustan Petroleum Corporation Limited,Normal Operation,"190,000.00",,Hindustan Petroleum Corp Ltd
Keihin (Toa Oil Co Ltd),Oil Refinery,Japan,Oil / Oil Products,Toa Oil Co Ltd,Normal Operation,"190,000.00",,Toa Oil
Memphis (Valero Refining Co),Oil Refinery,Tennessee,Oil / Oil Products,Valero Refining Co,Normal Operation,"190,000.00",Midwest (PADD II),Valero Energy Corp
Rheinland Godorf Refinery (North) (Shell Deutschland Oil GmbH),Oil Refinery,Germany,Oil / Oil Products,Shell Deutschland Oil GmbH,Normal Operation,"190,000.00",,Shell PLC
Coffeyville (Coffeyville Resources Refining & Marketing LLC),Oil Refinery,Kansas,Oil / Oil Products,Coffeyville Resources Refining & Marketing LLC,Normal Operation,"190,000.00",Midwest (PADD II),Coffeyville Resources
Refinaria Alberto Pasqualini (REFAP) (Petroleo Brasileiro SA Petrobras),Oil Refinery,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Normal Operation,"188,000.00",,Petrobras
Jinan Refinery (SINOPEC Jinan Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,SINOPEC Jinan Company Limited,Normal Operation,"188,000.00",,China Petroleum & Chemical Corporation
Orsk Refinery (Orsknefteorgsintez OJSC),Oil Refinery,Volga Federal District,Oil / Oil Products,Orsknefteorgsintez OJSC,Normal Operation,"188,100.00",,ForteInvest AO
Trainer Refinery (Monroe Energy LLC),Oil Refinery,Pennsylvania,Oil / Oil Products,Monroe Energy LLC,Normal Operation,"185,000.00",East Coast (PADD I),Delta Air Lines Inc
Alexandria Refinery (APC - El-Mex) (Alexandria Petroleum Co),Oil Refinery,Egypt,Oil / Oil Products,Alexandria Petroleum Co,Normal Operation,"183,000.00",,Alexandria Petroleum Co
Zibo Refinery (Shandong Jincheng Petrochemical Group Company Limited),Oil Refinery,China (Mainland),Oil / Oil Products,Shandong Jincheng Petrochemical Group Company Limited,Normal Operation,"184,000.00",,
Numaligarh (Numaligarh Refinery Limited),Oil Refinery,India,Oil / Oil Products,Numaligarh Refinery Limited,Normal Operation,"180,493.00",,Numaligarh Refineries
Novoshakhtinskiy Refinery (Peton Invest Technology LLC),Oil Refinery,Southern Federal District,Oil / Oil Products,Peton Invest Technology LLC,Normal Operation,"180,000.00",,Yug Rusi OOO
Durban Sapref Refinery (Shell & BP South African Petroleum Refineries Pty Ltd),Oil Refinery,South Africa,Oil / Oil Products,Shell & BP South African Petroleum Refineries Pty Ltd,Mothballed,"180,000.00",,Shell
